date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-08-25,Bagerhat,Khulna,22.655478,89.794181,31.16,67,1004,3.61,100,0.0,2,8.73,10.56,62.84,0.25,0.19,162.44
2025-08-25,Bandarban,Chattogram,21.787476,92.412475,29.63,79,1005,0.93,98,0.0,1,6.59,7.22,57.04,0.18,0.06,142.55
2025-08-25,Barguna,Barishal,22.131336,90.117243,30.58,71,1004,4.78,100,0.0,2,10.09,11.35,65.63,0.22,0.11,156.27
2025-08-25,Barishal,Barishal,22.493403,90.354801,32.33,60,1004,4.46,98,0.0,2,9.23,10.95,61.87,0.21,0.09,154.0
2025-08-25,Bhola,Barishal,22.143569,90.790409,28.9,76,1005,4.72,88,0.0,2,9.13,10.45,60.02,0.19,0.08,152.58
2025-08-25,Bogura,Rajshahi,24.850066,89.372843,32.13,62,1004,4.15,94,0.0,2,10.42,12.17,58.85,3.14,3.29,198.01
2025-08-25,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,62,1004,2.06,40,0.0,1,9.5,10.58,56.54,0.97,0.42,165.53
2025-08-25,Chandpur,Chattogram,23.224176,90.6531,30.47,70,1004,3.27,76,0.0,2,7.05,7.81,60.12,0.36,0.32,150.68
2025-08-25,Chapai Nawabganj,Rajshahi,24.599887,88.285047,32.32,62,1004,4.16,96,0.0,3,39.28,44.8,42.35,13.12,15.04,387.06
2025-08-25,Chattogram,Chattogram,22.333778,91.834435,31.93,66,1005,3.09,75,0.0,2,7.98,8.6,60.63,0.23,0.05,144.09
2025-08-25,Chuadanga,Khulna,23.643661,88.846448,31.36,70,1004,4.07,94,0.0,2,15.49,20.85,31.83,13.54,16.58,285.02
2025-08-25,Cox's Bazar,Chattogram,21.176647,92.003505,27.94,81,1005,5.28,92,0.0,1,6.33,7.01,58.1,0.23,0.06,150.74
2025-08-25,Cumilla,Chattogram,23.461061,91.180875,30.57,71,1004,2.55,86,0.0,2,8.12,8.97,60.75,0.53,0.25,154.1
2025-08-25,Dhaka,Dhaka,23.764386,90.389014,30.98,70,1004,1.54,75,0.0,1,8.58,9.58,59.09,0.84,0.47,162.09
2025-08-25,Dinajpur,Rangpur,25.626071,88.634623,32.08,62,1004,3.89,88,0.0,2,12.04,14.17,46.14,7.64,8.66,213.61
2025-08-25,Faridpur,Dhaka,23.604018,89.841554,32.08,64,1004,3.56,68,0.0,1,9.71,11.0,55.47,1.79,1.66,171.76
2025-08-25,Feni,Chattogram,23.01276,91.404923,29.56,73,1005,3.2,92,0.0,2,7.5,8.27,62.52,0.61,0.17,149.07
2025-08-25,Gaibandha,Rangpur,25.086001,89.869644,32.07,64,1004,3.54,100,0.0,2,9.95,11.69,64.91,1.49,0.8,191.59
2025-08-25,Gazipur,Dhaka,23.999756,90.417363,31.0,70,1004,1.54,75,0.0,1,8.44,9.58,59.77,0.87,0.48,165.19
2025-08-25,Gopalganj,Dhaka,23.004994,89.830318,32.21,62,1004,3.78,90,0.0,1,8.07,9.25,56.68,0.86,1.1,155.03
2025-08-25,Habiganj,Sylhet,24.374603,91.414027,27.82,81,1005,2.25,95,0.0,2,10.85,12.26,55.92,2.17,1.66,181.34
2025-08-25,Jamalpur,Mymensingh,24.925587,89.943668,31.55,66,1004,3.47,90,0.0,2,9.25,10.87,61.36,1.86,0.77,190.34
2025-08-25,Jashore,Khulna,23.166526,89.209442,31.84,67,1004,3.44,89,0.0,2,10.26,12.16,52.32,3.6,4.97,186.34
2025-08-25,Jhalokathi,Barishal,22.56239,90.174282,32.22,61,1004,4.04,95,0.0,2,9.53,11.4,62.33,0.23,0.11,155.19
2025-08-25,Jhenaidah,Khulna,23.544696,89.173194,31.6,69,1004,3.87,87,0.0,2,13.13,16.7,39.83,8.86,11.28,235.46
2025-08-25,Joypurhat,Rajshahi,25.111402,88.98842,32.3,62,1004,4.35,90,0.0,2,10.93,12.73,56.1,5.37,9.42,199.72
2025-08-25,Khagrachhari,Chattogram,23.1078,91.988996,31.18,63,1004,1.33,99,0.0,1,8.24,8.92,59.49,1.35,0.39,153.97
2025-08-25,Khulna,Khulna,22.937209,89.285274,31.7,66,1004,3.68,94,0.0,2,10.02,11.71,57.4,2.1,2.67,181.39
2025-08-25,Kishoreganj,Dhaka,24.433982,90.785723,31.85,65,1004,2.94,87,0.0,1,8.25,9.82,55.53,2.46,1.31,188.14
2025-08-25,Kurigram,Rangpur,25.813013,89.643052,31.14,67,1004,3.09,95,0.0,2,10.28,12.24,48.22,4.04,0.9,226.67
2025-08-25,Kushtia,Khulna,23.898795,89.129554,31.5,68,1004,3.78,81,0.0,2,14.7,19.51,35.08,11.5,13.46,269.26
2025-08-25,Lakshmipur,Chattogram,22.944537,90.827635,29.79,71,1004,4.13,72,0.0,2,7.51,8.63,61.93,0.22,0.11,149.32
2025-08-25,Lalmonirhat,Rangpur,25.916351,89.446139,32.23,63,1004,2.84,98,0.0,2,11.1,13.17,46.11,4.05,0.79,233.09
2025-08-25,Madaripur,Dhaka,23.167518,90.204727,31.86,65,1004,3.39,85,0.0,1,7.7,8.75,58.14,0.33,0.18,150.37
2025-08-25,Magura,Khulna,23.488077,89.420182,31.74,67,1004,3.85,75,0.0,1,9.7,11.27,50.52,3.06,4.15,175.52
2025-08-25,Manikganj,Dhaka,23.832984,89.966688,32.57,60,1004,3.14,61,0.0,2,10.76,12.32,56.13,2.1,1.71,181.01
2025-08-25,Meherpur,Khulna,23.781785,88.636937,31.47,70,1004,3.97,99,0.0,2,20.23,25.51,26.7,15.03,14.96,314.37
2025-08-25,Moulvibazar,Sylhet,24.488082,91.763018,28.9,78,1005,1.16,98,0.0,2,11.94,13.62,56.89,2.18,1.69,186.49
2025-08-25,Munshiganj,Dhaka,23.54838,90.534972,32.18,63,1004,3.22,79,0.0,1,7.52,8.36,58.88,0.55,0.34,154.91
2025-08-25,Mymensingh,Mymensingh,24.888931,90.384519,31.78,66,1004,3.35,78,0.0,1,9.66,11.54,58.9,2.84,1.71,198.81
2025-08-25,Naogaon,Rajshahi,24.807323,88.944545,32.74,61,1004,3.48,95,0.0,2,13.48,15.8,56.86,5.25,8.18,217.21
2025-08-25,Narail,Khulna,25.074884,90.391651,31.13,70,1004,3.15,80,0.0,2,10.77,12.9,60.69,3.11,2.19,205.82
2025-08-25,Narayanganj,Dhaka,23.623673,90.498807,31.01,60,1004,3.16,80,0.0,1,7.98,8.97,59.33,0.71,0.41,160.05
2025-08-25,Narsingdi,Dhaka,23.919715,90.715298,31.38,66,1004,2.77,72,0.0,1,7.54,8.63,59.29,0.69,0.37,161.66
2025-08-25,Natore,Rajshahi,24.413185,88.986668,31.47,69,1004,3.34,96,0.0,2,18.58,21.93,58.38,5.03,5.68,252.24
2025-08-25,Netrokona,Mymensingh,24.891567,90.712533,32.59,62,1004,3.25,80,0.0,2,10.13,12.38,52.45,5.04,3.68,213.86
2025-08-25,Nilphamari,Rangpur,25.933927,88.853459,32.26,62,1004,3.62,100,0.0,2,11.24,13.4,44.75,5.89,5.4,233.29
2025-08-25,Noakhali,Chattogram,22.25408,91.17144,27.82,83,1005,4.43,87,0.0,2,7.9,8.92,61.6,0.18,0.04,150.19
2025-08-25,Pabna,Rajshahi,24.006808,89.244834,31.97,66,1004,3.68,82,0.0,2,13.0,16.05,45.45,6.41,6.64,227.82
2025-08-25,Panchagarh,Rangpur,26.320945,88.547114,32.37,61,1004,3.23,97,0.0,2,15.9,18.93,29.93,8.75,4.28,292.69
2025-08-25,Patuakhali,Barishal,22.008424,90.382683,29.78,75,1004,4.61,88,0.0,2,9.77,11.05,63.76,0.21,0.1,155.04
2025-08-25,Pirojpur,Barishal,22.50956,90.00725,31.71,64,1004,4.33,95,0.0,2,9.53,11.4,62.33,0.23,0.11,155.19
2025-08-25,Rajbari,Dhaka,23.739837,89.570413,32.43,63,1004,3.7,69,0.0,2,10.75,12.62,48.7,3.45,3.95,187.04
2025-08-25,Rajshahi,Rajshahi,24.628543,89.037686,32.38,64,1004,3.41,96,0.0,2,13.74,16.14,57.12,4.33,4.96,220.76
2025-08-25,Rangamati,Chattogram,22.650921,92.181433,29.57,71,1005,0.56,96,0.0,1,7.68,8.37,57.2,0.86,0.1,153.76
2025-08-25,Rangpur,Rangpur,25.637614,89.082638,32.23,62,1004,3.92,98,0.0,1,9.63,11.53,49.33,4.99,4.79,203.7
2025-08-25,Satkhira,Khulna,22.716651,89.074986,31.22,69,1004,3.96,81,0.0,2,11.09,12.4,61.09,0.9,0.48,186.51
2025-08-25,Shariatpur,Dhaka,23.213284,90.348125,30.77,70,1004,3.47,76,0.0,1,7.07,7.68,56.76,0.4,0.23,148.83
2025-08-25,Sherpur,Mymensingh,25.022837,90.014974,31.74,66,1004,3.6,98,0.0,2,10.61,12.52,65.57,1.51,0.86,195.39
2025-08-25,Sirajganj,Rajshahi,24.457224,89.705705,31.15,66,1004,2.93,83,0.0,1,8.65,10.12,53.32,2.96,0.97,192.55
2025-08-25,Sunamganj,Sylhet,25.067103,91.398582,30.79,73,1005,2.15,94,0.0,2,10.29,12.18,44.45,9.32,6.52,219.34
2025-08-25,Sylhet,Sylhet,24.89922,91.868527,31.2,68,1004,1.53,100,0.0,2,10.06,11.75,49.3,4.02,1.11,188.8
2025-08-25,Tangail,Dhaka,24.273851,89.937591,31.89,62,1004,3.03,77,0.0,1,8.82,10.26,54.88,2.43,1.05,185.56
2025-08-25,Thakurgaon,Rangpur,23.773143,90.359163,31.02,70,1004,1.54,75,0.0,1,8.58,9.58,59.09,0.84,0.47,162.09
