date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-09-13,Bagerhat,Khulna,22.655478,89.794181,31.51,68,1008,2.85,84,0.0,1,1.08,2.12,51.96,0.11,0.11,119.92
2025-09-13,Bandarban,Chattogram,21.787476,92.412475,28.16,92,1009,1.17,100,0.0,1,0.74,1.27,50.53,0.06,0.02,119.56
2025-09-13,Barguna,Barishal,22.131336,90.117243,31.42,65,1008,4.21,100,0.0,1,1.04,1.92,48.1,0.06,0.06,110.13
2025-09-13,Barishal,Barishal,22.493403,90.354801,31.62,64,1008,3.72,98,0.0,1,1.18,1.89,54.07,0.05,0.04,118.25
2025-09-13,Bhola,Barishal,22.143569,90.790409,29.37,75,1009,3.96,100,0.0,1,1.21,1.94,50.65,0.03,0.04,113.98
2025-09-13,Bogura,Rajshahi,24.850066,89.372843,33.46,54,1007,2.21,95,0.0,2,15.58,18.29,42.14,8.16,6.65,223.5
2025-09-13,Brahmanbaria,Chattogram,23.9606,91.119089,31.06,79,1008,4.63,75,0.0,1,1.28,2.29,35.07,1.15,0.42,132.79
2025-09-13,Chandpur,Chattogram,23.224176,90.6531,30.36,70,1008,3.33,81,0.0,1,1.56,2.1,50.63,0.36,0.34,132.52
2025-09-13,Chapai Nawabganj,Rajshahi,24.599887,88.285047,32.7,61,1007,2.79,94,0.0,2,15.32,18.5,45.08,9.74,7.42,261.16
2025-09-13,Chattogram,Chattogram,22.333778,91.834435,28.5,82,1009,4.03,100,0.0,1,0.77,1.12,53.64,0.08,0.02,120.35
2025-09-13,Chuadanga,Khulna,23.643661,88.846448,32.69,60,1007,2.4,73,0.0,2,18.98,29.51,26.22,18.52,19.96,424.99
2025-09-13,Cox's Bazar,Chattogram,21.176647,92.003505,28.2,81,1009,5.35,100,0.0,1,0.83,1.42,53.32,0.03,0.03,117.11
2025-09-13,Cumilla,Chattogram,23.461061,91.180875,27.55,87,1008,3.39,98,0.0,1,1.23,1.92,44.18,0.55,0.26,128.38
2025-09-13,Dhaka,Dhaka,23.764386,90.389014,26.98,94,1008,4.63,75,0.0,1,1.75,2.67,43.14,1.46,0.56,147.72
