date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-09-14,Bagerhat,Khulna,22.655478,89.794181,28.35,78,1009,4.07,100,0.75,1,2.11,3.75,57.07,0.18,0.19,157.93
2025-09-14,Bandarban,Chattogram,21.787476,92.412475,24.66,99,1011,0.29,100,0.0,1,0.55,0.99,41.34,0.05,0.02,101.28
2025-09-14,Barguna,Barishal,22.131336,90.117243,25.98,91,1009,2.09,100,0.21,1,1.4,2.23,54.08,0.07,0.06,122.79
2025-09-14,Barishal,Barishal,22.493403,90.354801,26.13,86,1010,3.5,100,0.13,1,1.48,2.64,55.69,0.1,0.06,131.68
2025-09-14,Bhola,Barishal,22.143569,90.790409,26.96,85,1010,3.54,100,0.0,1,1.44,2.33,52.43,0.05,0.05,117.08
2025-09-14,Bogura,Rajshahi,24.850066,89.372843,28.09,81,1008,1.17,100,0.15,2,15.05,18.06,44.6,9.04,6.72,266.61
2025-09-14,Brahmanbaria,Chattogram,23.9606,91.119089,26.06,100,1009,2.06,75,0.32,1,1.31,2.35,43.8,0.75,0.39,132.97
2025-09-14,Chandpur,Chattogram,23.224176,90.6531,26.45,88,1009,3.58,100,1.15,1,1.13,1.87,51.84,0.29,0.31,129.05
2025-09-14,Chapai Nawabganj,Rajshahi,24.599887,88.285047,30.13,70,1008,2.17,100,0.27,2,12.32,16.12,48.55,5.56,7.09,293.47
2025-09-14,Chattogram,Chattogram,22.333778,91.834435,26.09,92,1010,2.62,100,0.0,1,0.52,0.84,44.42,0.11,0.02,99.98
2025-09-14,Chuadanga,Khulna,23.643661,88.846448,30.65,70,1008,2.5,100,0.0,2,11.87,17.6,49.63,13.81,16.39,364.19
2025-09-14,Cox's Bazar,Chattogram,21.176647,92.003505,26.15,85,1010,1.59,100,0.0,1,0.53,1.05,43.2,0.04,0.03,93.39
2025-09-14,Cumilla,Chattogram,23.461061,91.180875,24.98,96,1010,2.32,100,0.1,1,1.03,1.75,47.48,0.39,0.24,123.78
2025-09-14,Dhaka,Dhaka,23.764386,90.389014,24.98,100,1009,3.6,100,0.42,1,1.75,2.93,52.79,1.33,0.55,156.32
2025-09-14,Dinajpur,Rangpur,25.626071,88.634623,27.97,81,1008,1.66,100,0.15,3,34.95,39.19,25.05,22.42,18.94,357.29
2025-09-14,Faridpur,Dhaka,23.604018,89.841554,26.79,88,1009,3.11,100,0.21,1,3.77,5.58,54.51,2.81,2.44,186.31
2025-09-14,Feni,Chattogram,23.01276,91.404923,24.92,97,1010,2.19,100,0.0,1,0.76,1.2,46.65,0.35,0.11,112.29
2025-09-14,Gaibandha,Rangpur,25.086001,89.869644,29.23,75,1008,2.03,100,1.54,1,7.03,8.83,46.57,3.92,1.31,193.02
2025-09-14,Gazipur,Dhaka,23.999756,90.417363,25.01,100,1009,3.6,100,0.65,1,1.55,2.75,50.46,1.39,0.58,150.85
2025-09-14,Gopalganj,Dhaka,23.004994,89.830318,27.58,83,1009,3.5,100,0.65,1,2.41,3.72,59.45,0.76,1.2,161.46
2025-09-14,Habiganj,Sylhet,24.374603,91.414027,25.35,94,1009,3.52,100,0.0,1,2.29,3.52,34.81,2.57,1.84,150.26
2025-09-14,Jamalpur,Mymensingh,24.925587,89.943668,29.06,76,1009,1.81,100,0.32,1,6.32,8.04,48.97,3.76,1.34,192.07
2025-09-14,Jashore,Khulna,23.166526,89.209442,28.8,80,1008,3.0,99,1.0,2,4.98,7.16,60.12,3.15,4.97,210.6
2025-09-14,Jhalokathi,Barishal,22.56239,90.174282,26.64,84,1009,3.98,100,0.0,1,1.6,2.92,56.51,0.12,0.07,137.01
2025-09-14,Jhenaidah,Khulna,23.544696,89.173194,28.59,80,1009,2.16,100,0.0,1,9.27,13.3,55.14,8.71,11.34,295.7
2025-09-14,Joypurhat,Rajshahi,25.111402,88.98842,28.2,80,1008,1.17,100,0.0,3,27.18,31.51,38.96,15.26,17.96,338.69
2025-09-14,Khagrachhari,Chattogram,23.1078,91.988996,24.37,99,1010,1.26,100,0.0,1,0.82,1.04,43.61,0.78,0.19,113.82
2025-09-14,Khulna,Khulna,22.937209,89.285274,30.25,71,1009,4.19,100,0.0,1,3.5,5.3,59.1,1.7,2.61,186.69
2025-09-14,Kishoreganj,Dhaka,24.433982,90.785723,25.45,94,1009,4.08,100,0.21,1,3.23,6.77,26.61,3.99,0.87,187.71
2025-09-14,Kurigram,Rangpur,25.813013,89.643052,28.38,78,1009,0.84,100,0.0,2,12.65,14.84,26.49,7.29,1.88,241.89
2025-09-14,Kushtia,Khulna,23.898795,89.129554,28.74,78,1008,2.77,100,0.0,2,11.37,16.87,48.25,13.12,14.54,340.26
2025-09-14,Lakshmipur,Chattogram,22.944537,90.827635,25.92,90,1010,2.94,100,3.65,1,1.0,1.71,51.98,0.12,0.1,119.59
2025-09-14,Lalmonirhat,Rangpur,25.916351,89.446139,27.82,81,1009,0.69,100,0.0,2,15.21,17.5,25.43,8.95,2.45,247.44
2025-09-14,Madaripur,Dhaka,23.167518,90.204727,27.23,85,1009,3.11,100,0.75,1,1.49,2.45,56.6,0.2,0.14,141.92
2025-09-14,Magura,Khulna,23.488077,89.420182,27.72,84,1009,2.34,100,0.15,1,5.97,8.3,59.73,3.92,5.48,210.84
2025-09-14,Manikganj,Dhaka,23.832984,89.966688,27.25,82,1009,3.7,100,0.87,1,4.32,6.45,51.54,3.68,2.8,196.12
2025-09-14,Meherpur,Khulna,23.781785,88.636937,32.35,62,1008,2.68,99,0.0,2,10.09,14.63,52.64,10.05,11.78,335.4
2025-09-14,Moulvibazar,Sylhet,24.488082,91.763018,24.52,99,1009,3.76,100,0.0,1,2.84,4.28,30.85,3.24,1.73,161.55
2025-09-14,Munshiganj,Dhaka,23.54838,90.534972,26.93,86,1009,2.98,100,0.0,1,1.38,2.3,52.94,0.64,0.36,141.42
2025-09-14,Mymensingh,Mymensingh,24.888931,90.384519,28.25,82,1009,2.14,100,0.0,1,4.16,6.15,42.82,3.32,1.02,181.69
2025-09-14,Naogaon,Rajshahi,24.807323,88.944545,28.45,78,1008,0.61,100,0.0,2,22.86,26.89,43.98,13.78,14.92,340.19
