date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-09-04,Bagerhat,Khulna,22.655478,89.794181,31.37,70,1005,5.16,74,0.0,1,5.21,6.69,44.16,0.69,0.11,140.47
2025-09-04,Bandarban,Chattogram,21.787476,92.412475,31.47,71,1006,1.73,47,0.0,1,2.7,3.34,45.99,0.23,0.04,116.42
2025-09-04,Barguna,Barishal,22.131336,90.117243,30.87,72,1006,6.44,70,0.0,1,5.18,7.12,46.42,0.66,0.12,141.28
2025-09-04,Barishal,Barishal,22.493403,90.354801,31.97,66,1005,6.7,77,0.0,1,5.25,7.05,49.91,0.49,0.09,138.57
2025-09-04,Bhola,Barishal,22.143569,90.790409,29.01,80,1006,7.4,33,0.0,1,5.01,6.69,53.47,0.34,0.09,137.87
2025-09-04,Bogura,Rajshahi,24.850066,89.372843,33.28,57,1006,4.13,100,0.0,1,5.65,7.29,36.35,4.51,3.68,187.44
2025-09-04,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,62,1006,2.57,40,0.0,1,2.86,3.66,38.3,0.88,0.37,127.49
2025-09-04,Chandpur,Chattogram,23.224176,90.6531,31.03,70,1006,5.49,34,0.0,1,3.76,4.64,48.83,0.4,0.26,123.32
2025-09-04,Chapai Nawabganj,Rajshahi,24.599887,88.285047,33.5,55,1005,4.46,59,0.0,2,15.75,20.44,24.74,14.84,13.61,339.7
2025-09-04,Chattogram,Chattogram,22.333778,91.834435,31.93,62,1006,6.17,40,0.0,1,2.91,3.71,48.47,0.25,0.05,116.41
2025-09-04,Chuadanga,Khulna,23.643661,88.846448,31.61,70,1005,4.81,73,0.0,2,11.77,17.16,32.94,11.74,15.04,263.37
2025-09-04,Cox's Bazar,Chattogram,21.176647,92.003505,28.76,82,1006,8.02,80,0.0,1,3.61,4.75,55.36,0.1,0.07,116.44
2025-09-04,Cumilla,Chattogram,23.461061,91.180875,31.99,65,1006,3.32,17,0.0,1,2.88,3.68,43.79,0.48,0.21,121.63
2025-09-04,Dhaka,Dhaka,23.764386,90.389014,31.99,70,1005,4.12,40,0.0,1,4.07,4.81,43.85,1.12,0.42,131.73
2025-09-04,Dinajpur,Rangpur,25.626071,88.634623,33.58,54,1006,3.44,80,0.0,1,8.42,10.46,28.14,9.24,9.84,201.86
2025-09-04,Faridpur,Dhaka,23.604018,89.841554,32.7,62,1005,4.82,55,0.0,1,5.27,6.21,44.32,1.75,1.4,140.31
2025-09-04,Feni,Chattogram,23.01276,91.404923,31.44,67,1006,4.44,15,0.0,1,2.61,3.44,46.11,0.39,0.12,115.94
2025-09-04,Gaibandha,Rangpur,25.086001,89.869644,33.55,57,1005,3.62,88,0.0,1,5.31,6.64,40.39,2.83,1.08,170.52
2025-09-04,Gazipur,Dhaka,23.999756,90.417363,32.01,70,1005,4.12,40,0.0,1,3.49,4.36,40.16,1.32,0.5,133.19
2025-09-04,Gopalganj,Dhaka,23.004994,89.830318,31.98,66,1005,5.21,65,0.0,1,5.38,6.48,46.03,0.8,0.74,137.17
2025-09-04,Habiganj,Sylhet,24.374603,91.414027,32.19,63,1006,1.7,87,0.0,1,3.88,4.89,39.58,1.78,1.54,136.43
2025-09-04,Jamalpur,Mymensingh,24.925587,89.943668,33.26,58,1006,3.45,84,0.0,1,4.87,6.12,38.73,3.01,1.03,166.78
2025-09-04,Jashore,Khulna,23.166526,89.209442,31.39,72,1005,4.58,69,0.0,1,7.15,8.91,43.6,2.21,3.32,160.75
2025-09-04,Jhalokathi,Barishal,22.56239,90.174282,32.03,64,1005,6.48,82,0.0,1,5.38,7.22,47.43,0.58,0.1,141.03
2025-09-04,Jhenaidah,Khulna,23.544696,89.173194,31.45,71,1005,4.47,72,0.0,1,9.47,12.88,39.52,6.5,9.04,208.93
2025-09-04,Joypurhat,Rajshahi,25.111402,88.98842,33.35,56,1006,3.89,100,0.0,1,5.95,7.91,32.65,6.27,9.01,200.05
2025-09-04,Khagrachhari,Chattogram,23.1078,91.988996,34.25,53,1005,1.53,18,0.0,1,2.22,2.53,42.5,0.8,0.24,114.52
2025-09-04,Khulna,Khulna,22.937209,89.285274,31.55,71,1005,4.92,69,0.0,1,6.48,8.0,43.42,1.5,1.74,152.67
2025-09-04,Kishoreganj,Dhaka,24.433982,90.785723,33.52,57,1006,2.48,57,0.0,1,4.51,5.9,36.02,2.29,1.4,152.53
2025-09-04,Kurigram,Rangpur,25.813013,89.643052,32.44,62,1006,4.37,69,0.0,1,6.99,8.26,40.0,4.22,1.21,182.75
2025-09-04,Kushtia,Khulna,23.898795,89.129554,32.66,63,1005,4.93,77,0.0,2,10.82,15.63,33.16,11.03,13.25,245.74
2025-09-04,Lakshmipur,Chattogram,22.944537,90.827635,30.87,71,1006,5.98,38,0.0,1,4.09,5.55,52.35,0.27,0.1,124.82
2025-09-04,Lalmonirhat,Rangpur,25.916351,89.446139,33.83,54,1006,3.51,73,0.0,1,6.85,8.13,39.84,4.03,1.0,182.79
2025-09-04,Madaripur,Dhaka,23.167518,90.204727,31.42,69,1005,5.22,49,0.0,1,4.69,5.74,48.38,0.48,0.15,130.9
2025-09-04,Magura,Khulna,23.488077,89.420182,31.93,68,1005,4.46,66,0.0,1,6.86,8.29,43.99,2.22,3.12,151.24
2025-09-04,Manikganj,Dhaka,23.832984,89.966688,33.26,58,1005,4.56,60,0.0,1,5.2,6.19,43.47,2.18,1.58,142.76
2025-09-04,Meherpur,Khulna,23.781785,88.636937,31.67,69,1005,5.28,70,0.0,2,11.82,16.85,31.57,12.41,13.85,272.65
2025-09-04,Moulvibazar,Sylhet,24.488082,91.763018,31.9,68,1006,0.51,88,0.0,1,3.78,4.87,39.87,1.92,1.49,136.43
2025-09-04,Munshiganj,Dhaka,23.54838,90.534972,32.29,64,1006,4.06,46,0.0,1,3.88,4.69,45.44,0.74,0.31,128.0
2025-09-04,Mymensingh,Mymensingh,24.888931,90.384519,33.3,59,1006,2.98,64,0.0,1,5.49,6.98,38.97,3.16,1.94,167.34
