date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-08-24,Bagerhat,Khulna,22.655478,89.794181,29.72,71,1005,4.1,90,0.0,1,7.29,9.02,36.12,1.71,0.33,178.49
2025-08-24,Bandarban,Chattogram,21.787476,92.412475,27.71,90,1007,1.09,97,0.0,1,9.34,10.41,55.69,0.44,0.12,147.16
2025-08-24,Barguna,Barishal,22.131336,90.117243,26.86,85,1005,4.07,97,0.0,1,9.72,11.79,53.44,0.67,0.27,149.94
2025-08-24,Barishal,Barishal,22.493403,90.354801,31.11,63,1005,5.32,88,0.0,1,7.99,9.55,44.91,0.95,0.2,158.85
2025-08-24,Bhola,Barishal,22.143569,90.790409,27.77,81,1005,7.38,98,0.0,1,9.91,11.33,51.73,0.61,0.17,148.83
2025-08-24,Bogura,Rajshahi,24.850066,89.372843,31.53,64,1004,5.56,81,0.13,2,18.71,21.05,19.63,10.81,5.84,276.12
2025-08-24,Brahmanbaria,Chattogram,23.9606,91.119089,30.06,74,1005,5.14,75,0.0,2,14.04,15.58,43.33,2.4,0.55,207.87
2025-08-24,Chandpur,Chattogram,23.224176,90.6531,30.65,68,1005,4.57,100,0.0,2,15.85,16.72,46.15,1.11,0.41,189.11
2025-08-24,Chapai Nawabganj,Rajshahi,24.599887,88.285047,31.71,64,1003,4.95,64,0.0,2,13.95,16.07,15.95,11.22,9.19,226.85
2025-08-24,Chattogram,Chattogram,22.333778,91.834435,28.41,76,1006,4.71,87,0.0,2,10.72,11.47,53.5,0.5,0.11,151.35
2025-08-24,Chuadanga,Khulna,23.643661,88.846448,30.66,71,1003,3.35,86,0.0,2,12.22,15.48,23.31,11.53,10.55,261.82
2025-08-24,Cox's Bazar,Chattogram,21.176647,92.003505,25.99,89,1006,3.93,100,0.0,2,11.09,12.68,59.34,0.29,0.18,146.91
2025-08-24,Cumilla,Chattogram,23.461061,91.180875,30.01,72,1005,4.44,100,0.0,2,14.92,15.88,51.64,1.44,0.34,187.45
2025-08-24,Dhaka,Dhaka,23.764386,90.389014,29.98,79,1004,4.12,75,0.0,2,11.88,13.1,38.78,2.93,1.09,203.03
2025-08-24,Dinajpur,Rangpur,25.626071,88.634623,30.58,68,1004,5.89,94,0.0,3,26.34,28.79,4.94,19.29,14.65,298.2
2025-08-24,Faridpur,Dhaka,23.604018,89.841554,31.51,66,1004,5.52,91,0.0,1,9.91,11.11,36.51,4.69,3.02,207.88
