date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-09-05,Bagerhat,Khulna,22.655478,89.794181,32.71,60,1006,2.85,80,0.0,1,6.46,8.38,54.58,0.28,0.14,133.79
2025-09-05,Bandarban,Chattogram,21.787476,92.412475,33.08,57,1007,1.18,42,0.0,1,2.28,2.62,47.79,0.1,0.02,116.07
2025-09-05,Barguna,Barishal,22.131336,90.117243,31.62,63,1007,4.0,80,0.0,1,5.52,6.78,54.82,0.22,0.06,127.14
2025-09-05,Barishal,Barishal,22.493403,90.354801,33.31,56,1006,3.7,62,0.0,1,4.97,6.12,56.8,0.16,0.05,124.7
2025-09-05,Bhola,Barishal,22.143569,90.790409,29.54,75,1007,3.51,40,0.0,1,4.71,5.72,57.33,0.13,0.04,119.87
2025-09-05,Bogura,Rajshahi,24.850066,89.372843,34.06,55,1006,2.84,34,0.0,2,17.8,21.3,62.62,3.75,5.38,216.26
2025-09-05,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,66,1006,2.57,40,0.0,1,4.02,5.15,48.31,0.73,0.42,133.7
2025-09-05,Chandpur,Chattogram,23.224176,90.6531,31.6,66,1006,3.58,45,0.0,1,4.17,4.96,50.34,0.44,0.36,127.1
2025-09-05,Chapai Nawabganj,Rajshahi,24.599887,88.285047,33.65,56,1006,3.35,27,0.0,3,39.19,46.64,55.08,14.23,17.22,411.66
2025-09-05,Chattogram,Chattogram,22.333778,91.834435,31.93,70,1007,5.14,40,0.0,1,2.46,2.85,51.05,0.12,0.02,118.15
2025-09-05,Chuadanga,Khulna,23.643661,88.846448,32.44,64,1006,2.68,62,0.0,2,17.19,24.79,52.61,11.67,19.34,329.41
2025-09-05,Cox's Bazar,Chattogram,21.176647,92.003505,28.59,81,1007,4.3,19,0.0,1,3.43,3.74,53.87,0.1,0.01,117.03
2025-09-05,Cumilla,Chattogram,23.461061,91.180875,32.87,62,1006,2.73,29,0.0,1,4.11,5.03,50.23,0.43,0.26,127.39
2025-09-05,Dhaka,Dhaka,23.764386,90.389014,31.98,66,1006,2.06,40,0.0,1,5.1,6.09,49.63,0.94,0.52,139.67
2025-09-05,Dinajpur,Rangpur,25.626071,88.634623,33.49,56,1006,1.48,26,0.0,2,20.2,24.04,55.84,9.1,14.52,223.43
2025-09-05,Faridpur,Dhaka,23.604018,89.841554,32.4,62,1006,2.93,63,0.0,1,6.59,7.86,53.78,1.49,1.98,150.91
2025-09-05,Feni,Chattogram,23.01276,91.404923,31.85,65,1007,4.19,38,0.0,1,4.06,4.75,53.98,0.25,0.12,121.68
2025-09-05,Gaibandha,Rangpur,25.086001,89.869644,33.84,56,1006,2.24,25,0.29,2,14.66,17.61,63.6,1.72,1.0,183.69
2025-09-05,Gazipur,Dhaka,23.999756,90.417363,32.01,66,1006,2.06,40,0.0,1,5.5,6.81,47.24,1.15,0.63,145.0
2025-09-05,Gopalganj,Dhaka,23.004994,89.830318,32.3,63,1006,2.81,65,0.0,1,5.16,6.3,52.26,0.84,1.13,132.98
2025-09-05,Habiganj,Sylhet,24.374603,91.414027,33.18,59,1006,2.37,16,0.0,1,5.88,7.44,54.65,1.45,1.66,142.96
2025-09-05,Jamalpur,Mymensingh,24.925587,89.943668,33.28,57,1006,2.45,29,1.54,2,13.14,15.72,62.01,1.7,1.01,178.09
2025-09-05,Jashore,Khulna,23.166526,89.209442,32.14,67,1006,2.72,54,0.0,1,8.35,10.6,53.86,2.86,4.6,168.53
2025-09-05,Jhalokathi,Barishal,22.56239,90.174282,32.78,58,1006,3.28,75,0.0,1,5.25,6.49,56.1,0.19,0.06,126.8
2025-09-05,Jhenaidah,Khulna,23.544696,89.173194,32.43,65,1006,2.71,62,0.0,2,12.55,17.09,53.45,7.07,11.74,244.99
2025-09-05,Joypurhat,Rajshahi,25.111402,88.98842,33.13,59,1006,2.52,41,0.0,3,25.58,30.22,72.42,5.78,13.96,238.95
2025-09-05,Khagrachhari,Chattogram,23.1078,91.988996,30.24,82,1007,1.56,38,0.0,1,3.57,4.04,57.26,0.43,0.23,121.65
2025-09-05,Khulna,Khulna,22.937209,89.285274,32.83,63,1006,2.99,65,0.0,1,8.21,10.25,55.98,1.64,2.41,155.13
2025-09-05,Kishoreganj,Dhaka,24.433982,90.785723,33.97,54,1006,2.58,23,0.0,1,6.37,8.16,57.56,1.07,0.97,146.76
2025-09-05,Kurigram,Rangpur,25.813013,89.643052,32.92,61,1006,2.05,25,0.36,2,18.11,21.28,71.19,1.83,1.0,200.08
2025-09-05,Kushtia,Khulna,23.898795,89.129554,32.97,61,1006,2.97,52,0.0,2,16.66,23.66,56.24,10.18,17.31,308.67
2025-09-05,Lakshmipur,Chattogram,22.944537,90.827635,31.57,66,1007,4.08,55,0.0,1,4.3,5.17,54.92,0.19,0.11,122.12
2025-09-05,Lalmonirhat,Rangpur,25.916351,89.446139,33.83,55,1006,1.62,39,0.0,2,19.12,22.6,70.36,1.92,0.88,207.18
2025-09-05,Madaripur,Dhaka,23.167518,90.204727,32.65,62,1006,2.79,76,0.0,1,4.33,5.15,52.58,0.33,0.17,125.84
2025-09-05,Magura,Khulna,23.488077,89.420182,32.6,64,1006,2.52,49,0.0,1,7.96,9.81,55.37,2.59,4.76,161.38
2025-09-05,Manikganj,Dhaka,23.832984,89.966688,33.0,59,1006,3.14,62,0.0,1,7.45,8.91,55.39,1.67,2.14,159.21
2025-09-05,Meherpur,Khulna,23.781785,88.636937,32.71,63,1006,3.03,59,0.0,2,16.8,23.42,47.16,12.31,16.24,331.41
2025-09-05,Moulvibazar,Sylhet,24.488082,91.763018,32.94,62,1006,1.99,27,0.0,1,8.44,10.49,57.28,1.56,1.85,151.4
2025-09-05,Munshiganj,Dhaka,23.54838,90.534972,33.7,57,1006,3.59,49,0.0,1,4.58,5.5,49.26,0.67,0.41,132.85
2025-09-05,Mymensingh,Mymensingh,24.888931,90.384519,33.12,57,1006,2.21,21,0.11,2,12.71,15.44,66.06,1.45,1.51,171.09
2025-09-05,Naogaon,Rajshahi,24.807323,88.944545,33.56,57,1006,2.69,39,0.0,3,27.23,32.6,73.87,6.1,13.14,265.55
2025-09-05,Narail,Khulna,25.074884,90.391651,33.08,57,1006,1.92,18,0.36,2,15.02,18.25,70.5,1.52,1.89,179.2
2025-09-05,Narayanganj,Dhaka,23.623673,90.498807,32.01,54,1006,3.53,53,0.0,1,5.04,6.16,48.25,0.91,0.52,138.93
2025-09-05,Narsingdi,Dhaka,23.919715,90.715298,34.02,55,1006,2.77,28,0.0,1,5.38,6.86,45.14,1.1,0.61,143.71
2025-09-05,Natore,Rajshahi,24.413185,88.986668,33.25,60,1006,2.93,48,0.0,3,30.54,37.36,76.78,6.75,11.5,318.85
2025-09-05,Netrokona,Mymensingh,24.891567,90.712533,32.96,56,1006,2.0,27,0.0,2,11.8,14.81,69.13,1.82,2.99,170.64
2025-09-05,Nilphamari,Rangpur,25.933927,88.853459,33.81,55,1006,0.66,21,0.0,2,16.33,19.87,54.32,7.35,10.45,218.13
2025-09-05,Noakhali,Chattogram,22.25408,91.17144,28.77,79,1007,3.48,23,0.0,1,4.73,5.57,55.87,0.1,0.03,119.38
2025-09-05,Pabna,Rajshahi,24.006808,89.244834,33.55,58,1006,2.86,41,0.0,2,15.33,19.69,62.26,5.45,9.14,239.76
2025-09-05,Panchagarh,Rangpur,26.320945,88.547114,33.77,53,1006,1.25,25,0.0,2,21.59,25.17,55.65,6.66,6.87,242.41
2025-09-05,Patuakhali,Barishal,22.008424,90.382683,30.63,70,1007,3.67,62,0.0,1,5.25,6.43,55.66,0.19,0.05,124.72
2025-09-05,Pirojpur,Barishal,22.50956,90.00725,33.01,57,1006,3.19,91,0.0,1,5.25,6.49,56.1,0.19,0.06,126.8
