date,district,division,lat,lon,temp_c,humidity,pressure,wind_speed,clouds,rain,aqi,pm2_5,pm10,o3,no2,so2,co
2025-08-27,Bagerhat,Khulna,22.655478,89.794181,30.87,66,1003,5.92,69,0.0,2,10.38,14.05,56.16,0.29,0.19,156.54
2025-08-27,Bandarban,Chattogram,21.787476,92.412475,32.43,55,1005,2.16,52,0.0,2,9.46,10.82,61.48,0.32,0.1,159.01
2025-08-27,Barguna,Barishal,22.131336,90.117243,30.62,69,1003,7.8,31,0.0,2,12.04,15.07,58.76,0.41,0.16,168.89
2025-08-27,Barishal,Barishal,22.493403,90.354801,31.23,64,1004,7.53,54,0.0,2,12.12,15.25,57.81,0.35,0.14,166.94
2025-08-27,Bhola,Barishal,22.143569,90.790409,28.7,79,1004,9.07,17,0.0,2,14.18,17.08,58.17,0.53,0.15,187.41
2025-08-27,Bogura,Rajshahi,24.850066,89.372843,33.0,58,1003,4.53,87,0.0,2,13.66,16.33,72.06,2.07,3.39,201.12
2025-08-27,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,62,1004,3.09,75,0.0,1,7.04,8.37,51.84,1.34,0.61,164.97
2025-08-27,Chandpur,Chattogram,23.224176,90.6531,30.9,67,1004,6.33,56,0.0,1,8.89,10.57,52.27,0.45,0.29,142.5
2025-08-27,Chapai Nawabganj,Rajshahi,24.599887,88.285047,33.31,56,1003,4.12,88,0.0,2,22.23,26.97,80.17,2.61,6.53,232.93
2025-08-27,Chattogram,Chattogram,22.333778,91.834435,31.93,66,1004,4.63,75,0.0,2,10.37,12.52,58.58,0.36,0.14,158.47
2025-08-27,Chuadanga,Khulna,23.643661,88.846448,31.55,67,1003,4.88,76,0.0,2,21.1,28.49,75.36,4.68,11.33,235.19
2025-08-27,Cox's Bazar,Chattogram,21.176647,92.003505,28.39,78,1005,8.99,96,0.0,1,9.34,13.1,55.93,0.44,0.21,149.17
2025-08-27,Cumilla,Chattogram,23.461061,91.180875,31.9,63,1004,4.15,72,0.0,1,7.99,9.43,53.44,0.75,0.32,150.07
2025-08-27,Dhaka,Dhaka,23.764386,90.389014,31.98,66,1004,4.12,40,0.0,1,8.01,9.74,54.4,0.88,0.48,154.71
2025-08-27,Dinajpur,Rangpur,25.626071,88.634623,33.89,56,1003,3.53,61,0.0,2,22.11,26.73,69.28,6.39,11.57,235.07
2025-08-27,Faridpur,Dhaka,23.604018,89.841554,32.08,64,1003,5.16,56,0.0,1,8.8,10.95,57.82,1.0,1.13,157.83
2025-08-27,Feni,Chattogram,23.01276,91.404923,30.92,65,1004,5.31,71,0.0,1,8.56,10.16,56.05,0.68,0.26,148.28
2025-08-27,Gaibandha,Rangpur,25.086001,89.869644,33.31,57,1003,3.78,92,0.0,2,12.06,14.22,70.49,1.48,1.13,192.85
2025-08-27,Gazipur,Dhaka,23.999756,90.417363,32.01,66,1004,4.12,40,0.0,1,7.9,9.6,53.75,1.16,0.56,162.72
2025-08-27,Gopalganj,Dhaka,23.004994,89.830318,31.34,64,1003,5.95,53,0.0,1,9.39,11.9,53.79,0.62,0.76,151.01
2025-08-27,Habiganj,Sylhet,24.374603,91.414027,32.47,61,1004,2.45,32,0.0,1,6.02,7.31,55.22,1.9,1.73,174.69
2025-08-27,Jamalpur,Mymensingh,24.925587,89.943668,32.89,59,1003,3.6,95,0.0,2,11.28,13.38,69.64,1.43,1.01,187.61
2025-08-27,Jashore,Khulna,23.166526,89.209442,30.5,73,1003,3.93,73,0.0,2,10.49,14.29,53.94,1.95,3.51,161.54
2025-08-27,Jhalokathi,Barishal,22.56239,90.174282,31.3,63,1003,6.97,60,0.0,2,11.7,14.9,57.71,0.35,0.14,164.73
2025-08-27,Jhenaidah,Khulna,23.544696,89.173194,31.36,66,1003,4.38,69,0.0,2,14.96,20.51,61.44,3.82,7.96,196.58
2025-08-27,Joypurhat,Rajshahi,25.111402,88.98842,33.38,57,1003,3.91,86,0.0,2,18.84,22.62,82.25,3.28,10.65,211.53
2025-08-27,Khagrachhari,Chattogram,23.1078,91.988996,33.0,53,1004,1.86,93,0.0,1,7.1,8.26,55.61,1.3,0.55,152.39
2025-08-27,Khulna,Khulna,22.937209,89.285274,30.57,71,1003,5.31,65,0.0,1,9.98,13.67,54.93,1.11,1.87,155.88
2025-08-27,Kishoreganj,Dhaka,24.433982,90.785723,33.32,55,1004,3.5,72,0.0,2,8.54,10.09,66.64,1.2,1.39,171.51
2025-08-27,Kurigram,Rangpur,25.813013,89.643052,32.33,63,1003,4.09,69,0.0,2,15.73,18.52,61.11,3.04,1.25,241.83
2025-08-27,Kushtia,Khulna,23.898795,89.129554,32.26,62,1003,4.59,89,0.0,2,20.25,26.51,80.5,3.32,8.76,228.21
2025-08-27,Lakshmipur,Chattogram,22.944537,90.827635,30.32,69,1004,6.73,60,0.0,2,10.92,13.39,56.46,0.32,0.15,154.2
2025-08-27,Lalmonirhat,Rangpur,25.916351,89.446139,33.37,59,1003,3.51,58,0.0,2,15.43,18.35,59.51,2.96,0.88,246.23
2025-08-27,Madaripur,Dhaka,23.167518,90.204727,32.2,63,1003,6.06,59,0.0,1,9.51,11.71,53.67,0.39,0.2,149.63
2025-08-27,Magura,Khulna,23.488077,89.420182,31.67,64,1003,4.35,64,0.0,2,10.13,12.92,58.1,1.43,2.59,160.23
2025-08-27,Manikganj,Dhaka,23.832984,89.966688,32.15,62,1003,5.01,69,0.0,2,8.88,11.1,60.56,1.12,1.17,163.38
2025-08-27,Meherpur,Khulna,23.781785,88.636937,31.88,65,1003,4.9,86,0.0,2,23.3,30.55,77.06,4.93,11.38,245.46
2025-08-27,Moulvibazar,Sylhet,24.488082,91.763018,31.95,66,1004,0.46,58,0.0,1,4.79,6.09,52.86,1.94,1.64,175.26
2025-08-27,Munshiganj,Dhaka,23.54838,90.534972,32.04,61,1004,4.79,60,0.0,1,8.38,10.08,52.6,0.68,0.37,149.43
2025-08-27,Mymensingh,Mymensingh,24.888931,90.384519,32.46,60,1004,3.13,100,0.0,2,11.17,13.21,70.95,1.53,1.83,185.46
2025-08-27,Naogaon,Rajshahi,24.807323,88.944545,33.67,55,1003,4.16,86,0.0,2,17.61,21.23,79.57,2.94,8.08,212.33
2025-08-27,Narail,Khulna,25.074884,90.391651,31.84,63,1004,2.78,95,0.0,2,12.33,14.54,73.09,1.7,2.3,192.23
2025-08-27,Narayanganj,Dhaka,23.623673,90.498807,32.01,58,1004,4.62,57,0.0,1,8.14,9.84,53.18,0.92,0.46,156.08
2025-08-27,Narsingdi,Dhaka,23.919715,90.715298,32.81,58,1004,4.05,60,0.0,1,7.96,9.62,51.78,1.22,0.53,164.91
2025-08-27,Natore,Rajshahi,24.413185,88.986668,32.84,60,1003,4.51,85,0.0,2,15.14,18.47,74.18,2.26,2.93,213.91
2025-08-27,Netrokona,Mymensingh,24.891567,90.712533,32.83,58,1004,3.09,97,0.0,2,11.36,13.4,72.25,1.95,3.49,189.07
2025-08-27,Nilphamari,Rangpur,25.933927,88.853459,33.88,56,1003,3.43,50,0.0,2,16.88,20.59,65.38,4.71,6.94,249.6
2025-08-27,Noakhali,Chattogram,22.25408,91.17144,27.83,82,1004,8.97,29,0.0,2,12.4,15.37,56.67,0.46,0.16,173.53
2025-08-27,Pabna,Rajshahi,24.006808,89.244834,32.78,59,1003,4.59,95,0.0,2,14.61,18.61,72.85,2.13,4.22,199.23
2025-08-27,Panchagarh,Rangpur,26.320945,88.547114,33.52,56,1003,2.6,69,0.0,2,19.64,23.49,30.79,12.01,6.48,327.38
2025-08-27,Patuakhali,Barishal,22.008424,90.382683,29.39,76,1004,8.12,24,0.0,2,12.75,15.74,58.56,0.45,0.16,175.06
2025-08-27,Pirojpur,Barishal,22.50956,90.00725,31.5,62,1003,6.81,59,0.0,2,11.7,14.9,57.71,0.35,0.14,164.73
2025-08-27,Rajbari,Dhaka,23.739837,89.570413,32.27,61,1003,4.93,72,0.0,2,10.61,13.55,62.22,1.35,2.42,166.82
2025-08-27,Rajshahi,Rajshahi,24.628543,89.037686,33.44,57,1003,4.52,86,0.0,2,14.72,17.79,74.38,2.27,4.01,205.86
2025-08-27,Rangamati,Chattogram,22.650921,92.181433,32.14,57,1004,1.46,94,0.0,1,7.67,8.88,55.29,0.65,0.11,150.52
